page,vl_page,vl_link,tracking_url
colombia-espana.html,colombia_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=colombia_espana&vl_link=1
comparar-seguros-viaje-colombia-espana/index.html,comparar_seguros_viaje_colombia_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=comparar_seguros_viaje_colombia_espana&vl_link=1
comparar-seguros-viaje-colombia-espana/index.html,comparar_seguros_viaje_colombia_espana,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=comparar_seguros_viaje_colombia_espana&vl_link=2
index.html,home,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=home&vl_link=1
index.html,home,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=home&vl_link=2
resultados/index.html,resultados,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=resultados&vl_link=1
resultados/index.html,resultados,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=resultados&vl_link=2
seguro-viaje/bogota-a-espana/index.html,seguro_viaje_bogota_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_bogota_a_espana&vl_link=1
seguro-viaje/bolivia-a-espana/index.html,seguro_viaje_bolivia_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_bolivia_a_espana&vl_link=1
seguro-viaje/cali-a-espana/index.html,seguro_viaje_cali_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_cali_a_espana&vl_link=1
seguro-viaje/colombia-a-eeuu/index.html,seguro_viaje_colombia_a_eeuu,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_eeuu&vl_link=1
seguro-viaje/colombia-a-eeuu/index.html,seguro_viaje_colombia_a_eeuu,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_eeuu&vl_link=2
seguro-viaje/colombia-a-espana/index.html,seguro_viaje_colombia_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_espana&vl_link=1
seguro-viaje/colombia-a-espana/index.html,seguro_viaje_colombia_a_espana,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_espana&vl_link=2
seguro-viaje/colombia-a-espana/index.html,seguro_viaje_colombia_a_espana,3,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_espana&vl_link=3
seguro-viaje/colombia-a-estados-unidos/index.html,seguro_viaje_colombia_a_estados_unidos,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_estados_unidos&vl_link=1
seguro-viaje/colombia-a-estados-unidos/index.html,seguro_viaje_colombia_a_estados_unidos,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_estados_unidos&vl_link=2
seguro-viaje/colombia-a-europa/index.html,seguro_viaje_colombia_a_europa,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_colombia_a_europa&vl_link=1
seguro-viaje/cuba-a-espana/index.html,seguro_viaje_cuba_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_cuba_a_espana&vl_link=1
seguro-viaje/ecuador-a-espana/index.html,seguro_viaje_ecuador_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_ecuador_a_espana&vl_link=1
seguro-viaje/medellin-a-espana/index.html,seguro_viaje_medellin_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_medellin_a_espana&vl_link=1
seguro-viaje/peru-a-espana/index.html,seguro_viaje_peru_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_peru_a_espana&vl_link=1
seguro-viaje/peru-a-europa/index.html,seguro_viaje_peru_a_europa,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_peru_a_europa&vl_link=1
seguro-viaje/seguro-schengen-venezuela-colombia/index.html,seguro_viaje_seguro_schengen_venezuela_colombia,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_seguro_schengen_venezuela_colombia&vl_link=1
seguro-viaje/venezuela-a-espana/index.html,seguro_viaje_venezuela_a_espana,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_venezuela_a_espana&vl_link=1
seguro-viaje/venezuela-a-espana/index.html,seguro_viaje_venezuela_a_espana,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguro_viaje_venezuela_a_espana&vl_link=2
seguros/intermundial/index.html,seguros_intermundial,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguros_intermundial&vl_link=1
seguros/intermundial/index.html,seguros_intermundial,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguros_intermundial&vl_link=2
seguros/intermundial/index.html,seguros_intermundial,3,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=seguros_intermundial&vl_link=3
visa-schengen/cuanto-tiempo-valido-seguro-schengen/index.html,visa_schengen_cuanto_tiempo_valido_seguro_schengen,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=visa_schengen_cuanto_tiempo_valido_seguro_schengen&vl_link=1
visa-schengen/peruanos/index.html,visa_schengen_peruanos,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=visa_schengen_peruanos&vl_link=1
visa-schengen/seguro-colombianos/index.html,visa_schengen_seguro_colombianos,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=visa_schengen_seguro_colombianos&vl_link=1
visa-schengen/seguro-colombianos/index.html,visa_schengen_seguro_colombianos,2,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&coupon=VIAJEROLATAM&vl_site=viajerolatam&vl_partner=intermundial&vl_page=visa_schengen_seguro_colombianos&vl_link=2
visa-schengen/visado-espana-colombianos-requisitos/index.html,visa_schengen_visado_espana_colombianos_requisitos,1,https://www.intermundial.es/afiliados/seguros-de-viaje-recomendado?utm_source=Affiliates&utm_medium=Affiliates&utm_campaign=General&utm_term=kbnnqvpvcy490&utm_content=kbnnqvpvcy490&vl_site=viajerolatam&vl_partner=intermundial&vl_page=visa_schengen_visado_espana_colombianos_requisitos&vl_link=1
